time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis,U2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis
15.953,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.674, 90.303, 359.938,2.644, 1.337, -0.620,15.002, 74.633, 54.747,2.695, 1.343, -0.477,16.743, 131.853, 305.974,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.172, 1.168, -1.841,1.128, 23.678, 358.298,0.129, 0.809, -1.572,351.182, 25.269, 347.172,-0.394, 0.863, -1.308,1.856, 346.573, 2.191,null,null,null,0,2.238, 1.471, 1.958,0
15.994,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.674, 90.303, 359.941,2.644, 1.337, -0.620,15.001, 74.634, 54.748,2.695, 1.343, -0.477,16.743, 131.854, 305.974,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.172, 1.168, -1.841,1.135, 23.597, 358.322,0.129, 0.809, -1.572,351.210, 25.657, 347.372,-0.394, 0.863, -1.308,1.887, 346.511, 2.216,null,null,null,0,2.238, 1.471, 1.958,0
16.035,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.670, 90.304, 359.941,2.644, 1.337, -0.620,15.001, 74.633, 54.748,2.695, 1.343, -0.477,16.743, 131.850, 305.974,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.173, 1.168, -1.841,1.148, 23.511, 358.319,0.130, 0.810, -1.573,351.104, 25.492, 347.312,-0.394, 0.863, -1.308,1.827, 346.490, 2.161,null,null,null,0,2.238, 1.471, 1.958,0
16.074,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.659, 90.304, 359.942,2.644, 1.337, -0.620,15.001, 74.634, 54.748,2.695, 1.343, -0.477,16.743, 131.846, 305.972,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.173, 1.168, -1.840,1.130, 23.382, 358.331,0.131, 0.811, -1.574,350.385, 25.541, 346.794,-0.394, 0.864, -1.308,1.240, 346.624, 2.998,null,null,null,0,2.238, 1.471, 1.958,0
16.113,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.664, 90.304, 359.939,2.644, 1.337, -0.620,15.000, 74.635, 54.748,2.695, 1.343, -0.477,16.743, 131.844, 305.973,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.173, 1.168, -1.840,1.111, 23.030, 358.347,0.130, 0.813, -1.575,349.705, 24.626, 346.541,-0.394, 0.867, -1.311,358.317, 348.753, 4.763,null,null,null,0,2.238, 1.471, 1.958,0
16.155,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.664, 90.304, 359.934,2.644, 1.337, -0.620,15.001, 74.639, 54.749,2.695, 1.343, -0.477,16.743, 131.842, 305.972,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.175, 1.169, -1.839,1.024, 21.851, 358.160,0.127, 0.814, -1.576,348.884, 23.593, 346.845,-0.394, 0.871, -1.314,355.681, 350.411, 5.070,null,null,null,0,2.238, 1.471, 1.958,0
16.194,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.670, 90.300, 359.935,2.644, 1.337, -0.620,15.002, 74.641, 54.749,2.695, 1.343, -0.477,16.740, 131.840, 305.972,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.176, 1.168, -1.839,1.018, 20.464, 357.973,0.124, 0.814, -1.576,348.524, 21.496, 347.265,-0.396, 0.876, -1.321,350.443, 351.469, 6.429,null,null,null,0,2.238, 1.471, 1.958,0
16.234,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.667, 90.295, 359.939,2.644, 1.337, -0.620,15.001, 74.641, 54.749,2.695, 1.343, -0.477,16.739, 131.839, 305.972,null,null,null,0,null,null,null,1,-0.189, -0.027, -1.791,-0.177, 1.169, -1.838,0.981, 18.980, 357.813,0.116, 0.814, -1.575,348.376, 16.285, 347.535,-0.399, 0.881, -1.328,346.016, 353.816, 8.971,null,null,null,0,2.238, 1.471, 1.958,0
16.274,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.668, 90.297, 359.937,2.644, 1.337, -0.620,15.002, 74.640, 54.749,2.695, 1.343, -0.477,16.739, 131.835, 305.972,null,null,null,0,null,null,null,1,-0.179, -0.027, -1.755,-0.168, 1.169, -1.802,0.848, 17.569, 357.640,0.117, 0.813, -1.539,348.562, 11.348, 349.390,-0.392, 0.886, -1.296,344.740, 355.250, 12.350,null,null,null,0,2.238, 1.471, 1.958,0
16.313,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.662, 90.305, 359.937,2.644, 1.337, -0.620,15.002, 74.641, 54.750,2.695, 1.343, -0.477,16.738, 131.833, 305.974,null,null,null,0,null,null,null,1,-0.154, -0.027, -1.672,-0.145, 1.169, -1.719,0.737, 16.096, 357.416,0.131, 0.811, -1.454,349.666, 7.258, 351.999,-0.372, 0.888, -1.214,345.720, 356.612, 14.989,null,null,null,0,2.238, 1.471, 1.958,0
16.354,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.298, 359.943,2.644, 1.337, -0.620,15.001, 74.641, 54.748,2.695, 1.343, -0.477,16.739, 131.834, 305.972,null,null,null,0,null,null,null,1,-0.154, -0.027, -1.672,-0.147, 1.169, -1.719,0.696, 14.487, 357.082,0.120, 0.807, -1.452,350.732, 3.258, 355.295,-0.373, 0.892, -1.221,343.208, 4.317, 16.958,null,null,null,0,2.238, 1.471, 1.958,0
16.393,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.663, 90.291, 359.941,2.644, 1.337, -0.620,15.002, 74.642, 54.747,2.695, 1.343, -0.477,16.740, 131.831, 305.971,null,null,null,0,null,null,null,1,-0.056, -0.027, -1.298,-0.050, 1.169, -1.345,0.483, 13.105, 356.834,0.211, 0.805, -1.077,350.553, 2.304, 357.206,-0.277, 0.894, -0.852,338.804, 3.323, 17.695,null,null,null,0,2.238, 1.471, 1.958,0
16.434,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.659, 90.296, 359.943,2.644, 1.337, -0.620,15.002, 74.642, 54.746,2.695, 1.343, -0.477,16.741, 131.828, 305.970,null,null,null,0,null,null,null,1,-0.056, -0.027, -1.298,-0.051, 1.169, -1.346,0.173, 11.735, 356.600,0.207, 0.803, -1.075,351.140, 1.453, 356.663,-0.279, 0.894, -0.849,341.287, 2.193, 16.295,null,null,null,0,2.238, 1.471, 1.958,0
16.473,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.660, 90.299, 359.939,2.644, 1.337, -0.620,15.001, 74.642, 54.746,2.695, 1.343, -0.477,16.743, 131.825, 305.970,null,null,null,0,null,null,null,1,0.026, -0.027, -0.928,0.031, 1.170, -0.976,359.978, 10.565, 356.341,0.286, 0.801, -0.704,351.793, 0.549, 356.210,-0.196, 0.894, -0.480,341.366, 3.746, 15.713,null,null,null,0,2.238, 1.471, 1.958,0
16.515,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.657, 90.298, 359.937,2.644, 1.337, -0.620,15.001, 74.641, 54.746,2.695, 1.343, -0.477,16.742, 131.826, 305.969,null,null,null,0,null,null,null,1,0.026, -0.027, -0.928,0.029, 1.171, -0.977,359.568, 9.644, 356.247,0.283, 0.799, -0.702,352.418, 359.754, 357.484,-0.197, 0.895, -0.481,340.966, 4.487, 17.258,null,null,null,0,2.238, 1.471, 1.958,0
16.554,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.657, 90.296, 359.934,2.644, 1.337, -0.620,15.002, 74.641, 54.748,2.695, 1.343, -0.477,16.743, 131.826, 305.968,null,null,null,0,null,null,null,1,0.026, -0.027, -0.928,0.029, 1.171, -0.977,359.192, 8.943, 356.056,0.281, 0.798, -0.702,352.537, 359.427, 358.358,-0.195, 0.894, -0.479,342.039, 4.044, 16.336,null,null,null,0,2.238, 1.471, 1.958,0
16.593,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.294, 359.937,2.644, 1.337, -0.620,15.002, 74.644, 54.749,2.695, 1.343, -0.477,16.743, 131.824, 305.970,null,null,null,0,null,null,null,1,0.050, -0.027, -0.809,0.051, 1.171, -0.858,359.081, 8.362, 356.051,0.303, 0.798, -0.583,352.773, 358.759, 358.029,-0.170, 0.893, -0.360,342.021, 4.163, 15.160,null,null,null,0,2.238, 1.471, 1.958,0
16.635,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.655, 90.299, 359.935,2.644, 1.337, -0.620,15.003, 74.644, 54.749,2.695, 1.343, -0.477,16.742, 131.821, 305.970,null,null,null,0,null,null,null,1,0.105, -0.027, -0.531,0.105, 1.172, -0.581,358.795, 7.962, 356.080,0.358, 0.798, -0.306,352.721, 358.121, 358.138,-0.113, 0.893, -0.083,341.976, 5.112, 15.445,null,null,null,0,2.238, 1.471, 1.958,0
16.674,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.300, 359.938,2.644, 1.337, -0.620,15.003, 74.645, 54.749,2.695, 1.343, -0.477,16.742, 131.821, 305.971,null,null,null,0,null,null,null,1,0.105, -0.027, -0.531,0.104, 1.172, -0.581,358.599, 7.648, 356.136,0.358, 0.798, -0.306,352.705, 357.735, 358.646,-0.112, 0.892, -0.082,342.194, 4.962, 15.946,null,null,null,0,2.238, 1.471, 1.958,0
16.713,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.661, 90.300, 359.932,2.644, 1.337, -0.620,15.002, 74.645, 54.750,2.695, 1.343, -0.477,16.741, 131.820, 305.970,null,null,null,0,null,null,null,1,0.173, -0.027, -0.147,0.171, 1.172, -0.197,358.567, 7.349, 356.167,0.425, 0.798, 0.078,352.643, 357.830, 358.623,-0.043, 0.891, 0.303,342.613, 5.188, 15.258,null,null,null,0,2.238, 1.471, 1.958,0
16.754,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.661, 90.299, 359.937,2.644, 1.337, -0.620,15.000, 74.644, 54.749,2.695, 1.343, -0.477,16.742, 131.818, 305.971,null,null,null,0,null,null,null,1,0.173, -0.027, -0.147,0.170, 1.173, -0.197,358.548, 7.042, 356.193,0.426, 0.798, 0.078,352.587, 357.842, 358.534,-0.043, 0.891, 0.303,342.592, 5.345, 15.242,null,null,null,0,2.238, 1.471, 1.958,0
16.793,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.663, 90.296, 359.940,2.644, 1.337, -0.620,15.000, 74.645, 54.747,2.695, 1.343, -0.477,16.742, 131.815, 305.972,null,null,null,0,null,null,null,1,0.232, -0.027, 0.229,0.230, 1.173, 0.178,358.455, 6.806, 356.153,0.485, 0.798, 0.453,352.599, 357.785, 358.654,0.017, 0.891, 0.678,342.575, 5.302, 15.534,null,null,null,0,2.238, 1.471, 1.958,0
16.834,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.667, 90.298, 359.936,2.644, 1.337, -0.620,14.999, 74.649, 54.747,2.695, 1.343, -0.477,16.742, 131.813, 305.973,null,null,null,0,null,null,null,1,0.232, -0.027, 0.229,0.229, 1.173, 0.178,358.405, 6.639, 356.150,0.486, 0.798, 0.453,352.522, 357.928, 358.741,0.017, 0.892, 0.677,342.422, 5.398, 15.545,null,null,null,0,2.238, 1.471, 1.958,0
16.873,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.661, 90.297, 359.935,2.644, 1.337, -0.620,15.000, 74.649, 54.748,2.695, 1.343, -0.477,16.744, 131.813, 305.971,null,null,null,0,null,null,null,1,0.290, -0.027, 0.598,0.286, 1.173, 0.546,358.294, 6.555, 356.194,0.544, 0.799, 0.821,352.504, 357.933, 358.552,0.074, 0.893, 1.045,342.272, 5.434, 15.420,null,null,null,0,2.238, 1.471, 1.958,0
16.915,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.664, 90.293, 359.938,2.644, 1.337, -0.620,14.999, 74.652, 54.749,2.695, 1.343, -0.477,16.745, 131.812, 305.973,null,null,null,0,null,null,null,1,0.290, -0.027, 0.598,0.286, 1.173, 0.545,358.148, 6.469, 356.251,0.543, 0.799, 0.820,352.127, 357.583, 358.580,0.074, 0.893, 1.045,342.405, 5.330, 15.501,null,null,null,0,2.238, 1.471, 1.958,0
16.954,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.665, 90.292, 359.937,2.644, 1.337, -0.620,14.998, 74.652, 54.749,2.695, 1.343, -0.477,16.744, 131.809, 305.972,null,null,null,0,null,null,null,1,0.294, -0.027, 0.624,0.290, 1.173, 0.571,358.040, 6.394, 356.301,0.547, 0.800, 0.846,351.966, 357.006, 358.869,0.078, 0.893, 1.071,342.781, 5.064, 15.751,null,null,null,0,2.238, 1.471, 1.958,0
16.994,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.665, 90.298, 359.946,2.644, 1.337, -0.620,14.998, 74.653, 54.750,2.695, 1.343, -0.477,16.742, 131.808, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.663,0.296, 1.174, 0.610,357.975, 6.362, 356.278,0.553, 0.800, 0.886,351.765, 357.063, 359.296,0.083, 0.893, 1.113,344.144, 4.906, 16.868,null,null,null,0,2.238, 1.471, 1.958,0
17.034,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.664, 90.301, 359.943,2.644, 1.337, -0.620,14.996, 74.653, 54.751,2.695, 1.343, -0.477,16.743, 131.808, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.662,0.296, 1.174, 0.608,357.893, 6.369, 356.296,0.554, 0.800, 0.886,351.617, 357.932, 359.029,0.084, 0.892, 1.112,344.390, 4.816, 17.480,null,null,null,0,2.238, 1.471, 1.958,0
17.073,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.668, 90.308, 359.945,2.644, 1.337, -0.620,14.995, 74.652, 54.751,2.695, 1.343, -0.477,16.743, 131.807, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.606,357.814, 6.415, 356.266,0.555, 0.800, 0.885,351.750, 358.866, 358.561,0.084, 0.892, 1.111,344.176, 5.349, 17.480,null,null,null,0,2.238, 1.471, 1.958,0
17.113,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.664, 90.308, 359.941,2.644, 1.337, -0.620,14.993, 74.653, 54.751,2.695, 1.343, -0.477,16.743, 131.806, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.295, 1.174, 0.606,357.797, 6.474, 356.281,0.558, 0.801, 0.886,351.187, 0.536, 357.964,0.086, 0.892, 1.111,344.577, 4.959, 16.317,0.662, 1.215, 2.973,0,2.238, 1.471, 1.958,0
17.153,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.656, 90.301, 359.939,2.644, 1.337, -0.620,14.993, 74.654, 54.750,2.695, 1.343, -0.477,16.742, 131.803, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.606,357.753, 6.503, 356.276,0.560, 0.802, 0.885,350.955, 1.399, 356.894,0.087, 0.891, 1.111,344.432, 4.991, 15.922,0.660, 1.210, 2.973,0,2.238, 1.471, 1.958,0
17.193,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.658, 90.298, 359.942,2.644, 1.337, -0.620,14.994, 74.654, 54.750,2.695, 1.343, -0.477,16.741, 131.801, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.605,357.720, 6.498, 356.214,0.562, 0.803, 0.884,350.004, 1.782, 356.560,0.087, 0.891, 1.111,344.692, 4.936, 15.966,0.667, 1.223, 2.973,0,2.238, 1.471, 1.958,0
17.234,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.657, 90.296, 359.937,2.644, 1.337, -0.620,14.996, 74.655, 54.751,2.696, 1.343, -0.477,16.741, 131.802, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.605,357.739, 6.511, 356.193,0.563, 0.805, 0.883,349.113, 2.165, 356.432,0.087, 0.891, 1.112,344.728, 4.958, 16.101,0.628, 1.267, 2.973,0,2.238, 1.471, 1.958,0
17.273,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.657, 90.294, 359.940,2.644, 1.337, -0.620,14.994, 74.654, 54.749,2.695, 1.343, -0.477,16.741, 131.801, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.605,357.687, 6.540, 356.188,0.564, 0.806, 0.882,348.896, 2.706, 356.425,0.086, 0.890, 1.112,344.823, 4.862, 16.162,0.592, 1.274, 2.973,0,2.238, 1.471, 1.958,0
17.314,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.660, 90.297, 359.937,2.644, 1.337, -0.620,14.993, 74.655, 54.749,2.695, 1.343, -0.477,16.742, 131.799, 305.971,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.596, 6.642, 356.181,0.564, 0.806, 0.882,348.901, 2.756, 356.815,0.086, 0.890, 1.112,344.933, 4.756, 16.082,0.557, 1.259, 2.973,0,2.238, 1.471, 1.958,0
17.354,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.662, 90.293, 359.938,2.644, 1.337, -0.620,14.993, 74.655, 54.750,2.695, 1.343, -0.477,16.742, 131.797, 305.969,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.589, 6.752, 356.209,0.565, 0.806, 0.881,348.425, 2.701, 356.369,0.086, 0.890, 1.112,344.839, 4.713, 16.235,0.546, 1.256, 2.973,0,2.238, 1.471, 1.958,0
17.393,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.296, 359.941,2.644, 1.337, -0.620,14.991, 74.656, 54.752,2.696, 1.343, -0.477,16.742, 131.794, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.604,357.583, 6.797, 356.192,0.563, 0.807, 0.880,347.621, 1.832, 356.227,0.086, 0.890, 1.112,344.899, 4.744, 16.226,0.502, 1.243, 2.973,0,2.238, 1.471, 1.958,0
17.436,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.655, 90.295, 359.939,2.644, 1.337, -0.620,14.990, 74.657, 54.750,2.696, 1.343, -0.477,16.742, 131.794, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.498, 6.781, 356.266,0.561, 0.808, 0.879,347.423, 0.572, 356.915,0.086, 0.891, 1.111,344.847, 4.727, 16.097,0.396, 1.180, 2.973,0,0.584, 1.235, 2.973,0
17.474,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.649, 90.293, 359.939,2.644, 1.337, -0.620,14.990, 74.658, 54.749,2.695, 1.343, -0.477,16.741, 131.794, 305.969,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.511, 6.794, 356.201,0.559, 0.807, 0.879,347.796, 0.022, 357.373,0.086, 0.891, 1.111,344.700, 4.829, 16.178,0.377, 1.148, 2.973,0,0.584, 1.235, 2.973,0
17.513,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.646, 90.283, 359.948,2.644, 1.337, -0.620,14.988, 74.657, 54.750,2.696, 1.343, -0.477,16.742, 131.792, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.570, 6.831, 356.156,0.558, 0.806, 0.879,347.994, 359.101, 357.531,0.087, 0.891, 1.111,344.731, 4.874, 16.110,0.377, 1.127, 2.973,0,0.558, 1.224, 2.973,0
17.553,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.651, 90.291, 359.938,2.644, 1.337, -0.620,14.988, 74.658, 54.750,2.695, 1.343, -0.477,16.741, 131.794, 305.969,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.549, 6.855, 356.170,0.555, 0.805, 0.879,348.507, 357.649, 357.911,0.087, 0.891, 1.111,344.778, 4.856, 16.047,0.379, 1.118, 2.973,0,0.558, 1.224, 2.973,0
17.594,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.651, 90.296, 359.940,2.644, 1.337, -0.620,14.987, 74.657, 54.751,2.695, 1.343, -0.477,16.741, 131.795, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.484, 6.846, 356.174,0.552, 0.802, 0.879,349.913, 355.545, 359.039,0.087, 0.891, 1.111,344.767, 4.887, 16.036,0.419, 1.093, 2.973,0,0.538, 1.212, 2.973,0
17.634,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.656, 90.298, 359.938,2.644, 1.337, -0.620,14.987, 74.659, 54.753,2.695, 1.343, -0.477,16.741, 131.794, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.485, 6.875, 356.152,0.550, 0.800, 0.879,350.674, 355.189, 0.470,0.086, 0.891, 1.112,344.795, 4.867, 16.081,0.501, 1.056, 2.973,0,0.528, 1.199, 2.973,0
17.675,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.296, 359.944,2.644, 1.337, -0.620,14.987, 74.660, 54.752,2.695, 1.343, -0.477,16.740, 131.792, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.603,357.517, 6.915, 356.197,0.550, 0.798, 0.879,351.180, 355.257, 0.306,0.086, 0.890, 1.112,344.765, 4.878, 16.104,0.552, 1.041, 2.973,0,0.527, 1.185, 2.973,0
17.714,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.657, 90.299, 359.938,2.644, 1.337, -0.620,14.985, 74.661, 54.753,2.696, 1.343, -0.477,16.740, 131.791, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.488, 6.884, 356.234,0.551, 0.798, 0.880,351.702, 355.953, 359.367,0.086, 0.890, 1.112,344.759, 4.919, 15.982,0.606, 1.055, 2.973,0,0.532, 1.173, 2.973,0
17.753,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.665, 90.298, 359.941,2.644, 1.337, -0.620,14.985, 74.662, 54.753,2.696, 1.343, -0.477,16.737, 131.790, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.496, 6.812, 356.254,0.554, 0.796, 0.882,352.599, 357.180, 359.292,0.086, 0.890, 1.112,344.748, 4.874, 16.038,0.641, 1.080, 2.973,0,0.532, 1.173, 2.973,0
17.795,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.655, 90.297, 359.943,2.644, 1.337, -0.620,14.986, 74.663, 54.756,2.696, 1.343, -0.477,16.734, 131.789, 305.970,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.534, 6.751, 356.291,0.558, 0.795, 0.883,353.103, 358.934, 358.733,0.086, 0.890, 1.112,344.797, 4.886, 16.152,0.671, 1.149, 2.973,0,0.540, 1.166, 2.973,0
17.835,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.658, 90.298, 359.945,2.644, 1.337, -0.620,14.985, 74.666, 54.759,2.696, 1.343, -0.477,16.733, 131.787, 305.969,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.531, 6.726, 356.323,0.561, 0.796, 0.883,353.296, 0.012, 357.974,0.086, 0.890, 1.112,344.848, 4.907, 16.061,0.646, 1.192, 2.973,0,0.549, 1.167, 2.973,0
17.874,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.658, 90.295, 359.944,2.644, 1.337, -0.620,14.985, 74.666, 54.760,2.696, 1.343, -0.477,16.732, 131.785, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.603,357.548, 6.689, 356.344,0.563, 0.797, 0.883,353.134, 0.997, 357.881,0.086, 0.890, 1.112,344.860, 4.901, 16.037,null,null,null,0,0.549, 1.167, 2.973,0
17.916,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.663, 90.299, 359.941,2.644, 1.337, -0.620,14.986, 74.666, 54.760,2.695, 1.343, -0.477,16.733, 131.784, 305.969,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.583, 6.679, 356.351,0.565, 0.799, 0.883,352.231, 2.222, 357.925,0.086, 0.890, 1.112,344.859, 4.890, 16.111,null,null,null,0,0.549, 1.167, 2.973,0
17.953,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.664, 90.298, 359.945,2.644, 1.337, -0.620,14.985, 74.666, 54.759,2.695, 1.343, -0.477,16.734, 131.783, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.622, 6.707, 356.357,0.566, 0.802, 0.881,350.500, 2.894, 357.862,0.086, 0.890, 1.112,344.817, 4.886, 16.138,null,null,null,0,0.549, 1.167, 2.973,0
17.994,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.665, 90.298, 359.944,2.644, 1.337, -0.620,14.985, 74.666, 54.760,2.695, 1.343, -0.477,16.733, 131.782, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.688, 6.727, 356.356,0.564, 0.805, 0.879,348.770, 0.949, 357.866,0.086, 0.890, 1.112,344.861, 4.837, 15.999,null,null,null,0,0.549, 1.167, 2.973,0
18.033,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.664, 90.301, 359.937,2.644, 1.337, -0.620,14.985, 74.666, 54.759,2.695, 1.343, -0.477,16.736, 131.780, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.735, 6.703, 356.354,0.560, 0.806, 0.879,349.000, 359.203, 358.150,0.086, 0.890, 1.112,344.836, 4.905, 15.964,null,null,null,0,0.549, 1.167, 2.973,0
18.074,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.666, 90.298, 359.937,2.644, 1.337, -0.620,14.985, 74.666, 54.758,2.695, 1.343, -0.477,16.737, 131.778, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.296, 1.174, 0.604,357.821, 6.663, 356.301,0.558, 0.805, 0.880,350.461, 358.850, 358.114,0.087, 0.890, 1.112,344.882, 4.961, 15.844,null,null,null,0,0.549, 1.167, 2.973,0
18.113,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.666, 90.299, 359.939,2.644, 1.337, -0.620,14.985, 74.667, 54.757,2.695, 1.343, -0.477,16.737, 131.778, 305.968,null,null,null,0,null,null,null,1,0.300, -0.027, 0.661,0.297, 1.174, 0.604,357.869, 6.695, 356.259,0.558, 0.804, 0.881,350.115, 359.837, 359.780,0.087, 0.890, 1.112,344.891, 4.969, 15.777,null,null,null,0,0.549, 1.167, 2.973,0
