time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis,U2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis
0.393,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.695, 90.303, 359.953,2.643, 1.337, -0.619,15.009, 74.456, 54.726,2.693, 1.343, -0.478,16.721, 132.477, 305.978,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.365, 1.144, 2.973,0,0.374, 1.111, 2.973,0
0.434,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.695, 90.301, 359.949,2.644, 1.337, -0.619,15.010, 74.458, 54.726,2.693, 1.343, -0.478,16.723, 132.472, 305.978,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.365, 1.144, 2.973,0,0.374, 1.111, 2.973,0
0.473,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.692, 90.298, 359.951,2.644, 1.337, -0.619,15.010, 74.459, 54.726,2.693, 1.343, -0.478,16.723, 132.472, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.365, 1.144, 2.973,0,0.374, 1.111, 2.973,0
0.514,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.698, 90.298, 359.954,2.644, 1.337, -0.619,15.009, 74.460, 54.727,2.693, 1.343, -0.478,16.725, 132.471, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.365, 1.144, 2.973,0,0.374, 1.111, 2.973,0
0.553,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.702, 90.295, 359.950,2.644, 1.337, -0.619,15.009, 74.460, 54.727,2.693, 1.343, -0.478,16.725, 132.470, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.361, 1.156, 2.973,0,0.374, 1.111, 2.973,0
0.593,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.700, 90.300, 359.951,2.643, 1.337, -0.619,15.007, 74.460, 54.727,2.693, 1.343, -0.478,16.727, 132.469, 305.978,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.239, -0.304, 1.398,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.166, -0.027, 1.520,0.000, 180.000, 180.000,0.361, 1.156, 2.973,0,0.374, 1.111, 2.973,0
0.637,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.704, 90.297, 359.951,2.644, 1.337, -0.619,15.006, 74.459, 54.725,2.693, 1.343, -0.478,16.729, 132.467, 305.979,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.178, 1.159, 1.504,6.200, 1.349, 353.563,0.384, 0.828, 1.743,344.404, 358.492, 352.840,-0.055, 1.042, 1.766,292.038, 359.671, 16.775,0.336, 1.181, 2.973,0,0.374, 1.111, 2.973,0
0.675,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.703, 90.292, 359.952,2.644, 1.337, -0.619,15.006, 74.461, 54.725,2.693, 1.343, -0.478,16.728, 132.466, 305.980,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.178, 1.159, 1.504,6.196, 1.381, 353.573,0.381, 0.829, 1.743,344.323, 357.328, 353.470,-0.055, 1.042, 1.766,292.066, 359.862, 16.591,0.336, 1.181, 2.973,0,0.374, 1.111, 2.973,0
0.714,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.701, 90.295, 359.949,2.644, 1.337, -0.619,15.007, 74.458, 54.724,2.693, 1.343, -0.478,16.728, 132.463, 305.980,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.178, 1.159, 1.504,6.193, 1.410, 353.581,0.379, 0.829, 1.742,344.257, 356.212, 354.076,-0.055, 1.042, 1.766,292.093, 0.045, 16.415,0.216, 1.190, 2.973,0,0.374, 1.111, 2.973,0
0.754,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.700, 90.296, 359.947,2.644, 1.337, -0.619,15.009, 74.460, 54.724,2.693, 1.343, -0.478,16.729, 132.460, 305.980,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.159, 1.503,6.189, 1.424, 353.559,0.376, 0.829, 1.741,343.968, 354.689, 354.747,-0.054, 1.042, 1.766,292.106, 0.125, 16.349,0.191, 1.200, 2.973,0,0.362, 1.118, 2.973,0
0.792,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.705, 90.298, 359.951,2.644, 1.337, -0.619,15.009, 74.461, 54.724,2.693, 1.343, -0.478,16.728, 132.459, 305.980,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.159, 1.503,6.185, 1.427, 353.524,0.373, 0.829, 1.739,343.611, 353.060, 355.423,-0.054, 1.042, 1.766,292.114, 0.159, 16.331,0.181, 1.200, 2.973,0,0.362, 1.118, 2.973,0
0.834,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.698, 90.298, 359.954,2.644, 1.337, -0.619,15.008, 74.461, 54.725,2.693, 1.343, -0.478,16.728, 132.458, 305.978,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.159, 1.503,6.187, 1.432, 353.497,0.370, 0.829, 1.738,343.330, 351.619, 356.069,-0.054, 1.042, 1.766,292.121, 0.176, 16.323,0.184, 1.196, 2.973,0,0.349, 1.123, 2.973,0
0.874,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.695, 90.296, 359.953,2.644, 1.337, -0.619,15.008, 74.463, 54.727,2.693, 1.343, -0.478,16.729, 132.456, 305.979,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.503,6.219, 1.445, 353.510,0.370, 0.829, 1.738,343.390, 351.492, 356.330,-0.054, 1.042, 1.766,292.130, 0.112, 16.362,0.185, 1.195, 2.973,0,0.349, 1.123, 2.973,0
0.912,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.692, 90.296, 359.952,2.644, 1.337, -0.619,15.007, 74.462, 54.727,2.693, 1.343, -0.478,16.730, 132.454, 305.978,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.503,6.228, 1.452, 353.504,0.370, 0.829, 1.738,343.403, 351.387, 356.436,-0.054, 1.042, 1.766,292.142, 0.117, 16.348,0.184, 1.194, 2.973,0,0.334, 1.123, 2.973,0
0.954,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.692, 90.303, 359.948,2.643, 1.337, -0.619,15.007, 74.462, 54.728,2.693, 1.343, -0.478,16.732, 132.453, 305.979,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.503,6.223, 1.456, 353.488,0.370, 0.829, 1.738,343.389, 351.282, 356.467,-0.054, 1.042, 1.766,292.157, 0.163, 16.301,0.185, 1.193, 2.973,0,0.321, 1.132, 2.973,0
0.995,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.692, 90.298, 359.948,2.643, 1.337, -0.619,15.006, 74.462, 54.730,2.693, 1.343, -0.478,16.734, 132.451, 305.979,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.503,6.236, 1.480, 353.494,0.370, 0.828, 1.738,343.615, 351.476, 356.542,-0.054, 1.041, 1.766,292.155, 0.229, 16.257,0.185, 1.192, 2.973,0,0.321, 1.132, 2.973,0
1.034,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.694, 90.298, 359.952,2.643, 1.337, -0.619,15.005, 74.463, 54.731,2.693, 1.343, -0.478,16.734, 132.452, 305.976,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.503,6.233, 1.446, 353.524,0.370, 0.829, 1.738,343.642, 351.502, 356.522,-0.054, 1.041, 1.766,292.162, 0.238, 16.245,0.184, 1.192, 2.973,0,0.309, 1.143, 2.973,0
1.073,1.469, -0.027, -1.215,2.719, 1.369, -0.311,356.692, 90.294, 359.955,2.643, 1.337, -0.619,15.006, 74.462, 54.728,2.693, 1.343, -0.478,16.734, 132.448, 305.976,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.503,6.240, 1.400, 353.523,0.369, 0.828, 1.738,343.669, 351.456, 356.541,-0.054, 1.041, 1.766,292.170, 0.209, 16.285,0.184, 1.192, 2.973,0,0.309, 1.143, 2.973,0
1.114,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.693, 90.300, 359.950,2.644, 1.337, -0.619,15.006, 74.461, 54.728,2.693, 1.343, -0.478,16.734, 132.445, 305.976,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.504,6.269, 1.392, 353.528,0.370, 0.828, 1.738,343.719, 351.522, 356.598,-0.054, 1.041, 1.766,292.165, 0.121, 16.376,0.181, 1.191, 2.973,0,0.297, 1.152, 2.973,0
1.153,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.695, 90.294, 359.954,2.644, 1.337, -0.619,15.006, 74.461, 54.726,2.693, 1.343, -0.478,16.735, 132.442, 305.976,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.504,6.302, 1.408, 353.533,0.370, 0.828, 1.738,343.733, 351.521, 356.571,-0.054, 1.041, 1.766,292.181, 0.153, 16.367,0.184, 1.180, 2.973,0,0.297, 1.152, 2.973,0
1.194,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.689, 90.299, 359.947,2.644, 1.337, -0.619,15.007, 74.462, 54.728,2.693, 1.343, -0.478,16.738, 132.444, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.504,6.320, 1.413, 353.529,0.370, 0.828, 1.738,343.743, 351.461, 356.641,-0.054, 1.041, 1.766,292.202, 0.164, 16.334,null,null,null,0,0.287, 1.161, 2.973,0
1.235,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.688, 90.294, 359.954,2.643, 1.337, -0.619,15.006, 74.464, 54.728,2.693, 1.343, -0.478,16.739, 132.443, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.179, 1.158, 1.504,6.307, 1.395, 353.510,0.370, 0.828, 1.738,343.773, 351.398, 356.675,-0.054, 1.041, 1.766,292.207, 0.267, 16.296,null,null,null,0,0.287, 1.161, 2.973,0
1.274,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.686, 90.295, 359.947,2.643, 1.337, -0.619,15.006, 74.465, 54.730,2.693, 1.343, -0.478,16.740, 132.441, 305.977,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.303, 1.399, 353.502,0.369, 0.828, 1.738,344.046, 351.070, 356.857,-0.054, 1.041, 1.766,292.225, 0.399, 16.126,null,null,null,0,0.287, 1.161, 2.973,0
1.315,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.682, 90.292, 359.948,2.644, 1.337, -0.619,15.006, 74.467, 54.731,2.693, 1.343, -0.478,16.739, 132.437, 305.976,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.282, 1.408, 353.505,0.370, 0.828, 1.739,344.350, 351.411, 356.680,-0.053, 1.041, 1.767,292.256, 0.460, 16.070,null,null,null,0,0.287, 1.161, 2.973,0
1.353,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.689, 90.299, 359.948,2.644, 1.337, -0.619,15.005, 74.471, 54.733,2.693, 1.343, -0.478,16.740, 132.437, 305.973,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.291, 1.416, 353.506,0.370, 0.827, 1.740,345.157, 351.082, 356.468,-0.053, 1.041, 1.767,292.290, 0.398, 16.131,null,null,null,0,0.287, 1.161, 2.973,0
1.394,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.690, 90.296, 359.949,2.644, 1.337, -0.619,15.003, 74.474, 54.733,2.693, 1.343, -0.478,16.740, 132.434, 305.972,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.289, 1.415, 353.492,0.370, 0.827, 1.740,345.034, 351.076, 356.764,-0.054, 1.041, 1.767,292.277, 0.338, 16.193,null,null,null,0,0.287, 1.161, 2.973,0
1.432,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.698, 90.297, 359.952,2.644, 1.337, -0.619,15.004, 74.475, 54.731,2.693, 1.343, -0.478,16.741, 132.432, 305.974,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.311, 1.404, 353.466,0.370, 0.826, 1.740,344.991, 351.259, 356.839,-0.054, 1.041, 1.767,292.261, 0.361, 16.164,null,null,null,0,0.287, 1.161, 2.973,0
1.473,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.696, 90.296, 359.949,2.644, 1.337, -0.619,15.003, 74.475, 54.734,2.693, 1.343, -0.478,16.740, 132.429, 305.975,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.336, 1.377, 353.480,0.370, 0.826, 1.739,345.114, 351.174, 356.643,-0.054, 1.041, 1.767,292.272, 0.358, 16.107,null,null,null,0,0.287, 1.161, 2.973,0
1.515,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.696, 90.296, 359.953,2.644, 1.337, -0.619,15.003, 74.476, 54.733,2.693, 1.343, -0.478,16.740, 132.427, 305.975,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.336, 1.377, 353.480,0.370, 0.826, 1.739,345.114, 351.174, 356.643,-0.054, 1.041, 1.767,292.272, 0.358, 16.107,null,null,null,0,0.287, 1.161, 2.973,0
1.553,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.690, 90.295, 359.952,2.643, 1.337, -0.619,15.003, 74.477, 54.734,2.693, 1.343, -0.478,16.739, 132.427, 305.974,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.370, 1.368, 353.501,0.370, 0.826, 1.739,345.080, 351.243, 356.647,-0.054, 1.041, 1.767,292.268, 0.378, 16.083,null,null,null,0,0.287, 1.161, 2.973,0
1.594,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.685, 90.293, 359.952,2.643, 1.337, -0.619,15.003, 74.478, 54.734,2.693, 1.343, -0.478,16.738, 132.424, 305.972,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.383, 1.379, 353.474,0.370, 0.826, 1.739,345.100, 351.364, 356.554,-0.054, 1.041, 1.767,292.278, 0.448, 16.049,null,null,null,0,0.287, 1.161, 2.973,0
1.633,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.690, 90.293, 359.951,2.644, 1.337, -0.619,15.003, 74.478, 54.734,2.693, 1.343, -0.478,16.738, 132.423, 305.972,null,null,null,0,2.981, 1.566, 0.494,0,0.166, -0.027, 1.520,0.180, 1.158, 1.504,6.396, 1.392, 353.444,0.371, 0.826, 1.740,345.125, 351.472, 356.463,-0.053, 1.041, 1.767,292.289, 0.515, 16.016,null,null,null,0,0.287, 1.161, 2.973,0
1.674,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.697, 90.297, 359.952,2.644, 1.337, -0.619,15.004, 74.478, 54.733,2.693, 1.343, -0.478,16.737, 132.421, 305.971,null,null,null,0,2.981, 1.566, 0.494,0,0.159, -0.027, 1.474,0.173, 1.158, 1.458,6.397, 1.407, 353.443,0.364, 0.826, 1.693,345.100, 351.612, 356.429,-0.060, 1.041, 1.721,292.762, 1.031, 15.599,null,null,null,0,0.287, 1.161, 2.973,0
1.714,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.699, 90.293, 359.956,2.644, 1.337, -0.619,15.004, 74.480, 54.735,2.693, 1.343, -0.478,16.738, 132.419, 305.972,null,null,null,0,2.981, 1.566, 0.494,0,0.159, -0.027, 1.474,0.173, 1.158, 1.458,6.396, 1.427, 353.453,0.364, 0.826, 1.693,345.057, 351.780, 356.408,-0.060, 1.041, 1.722,293.434, 1.715, 15.046,null,null,null,0,0.287, 1.161, 2.973,0
1.753,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.695, 90.299, 359.952,2.643, 1.337, -0.619,15.004, 74.480, 54.736,2.693, 1.343, -0.478,16.738, 132.417, 305.970,null,null,null,0,2.981, 1.566, 0.494,0,0.111, -0.027, 1.270,0.125, 1.158, 1.253,6.396, 1.440, 353.465,0.317, 0.826, 1.489,345.039, 351.925, 356.399,-0.106, 1.041, 1.519,294.265, 2.793, 14.065,null,null,null,0,0.287, 1.161, 2.973,0
1.793,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.691, 90.301, 359.948,2.644, 1.337, -0.619,15.003, 74.481, 54.739,2.693, 1.343, -0.478,16.739, 132.414, 305.969,null,null,null,0,2.981, 1.566, 0.494,0,0.111, -0.027, 1.270,0.125, 1.158, 1.253,6.393, 1.428, 353.485,0.317, 0.826, 1.489,345.111, 351.935, 356.467,-0.104, 1.040, 1.520,295.009, 4.233, 12.228,null,null,null,0,0.287, 1.161, 2.973,0
1.833,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.690, 90.296, 359.951,2.643, 1.337, -0.619,15.003, 74.482, 54.740,2.693, 1.343, -0.478,16.739, 132.415, 305.968,null,null,null,0,2.981, 1.566, 0.494,0,0.111, -0.027, 1.270,0.125, 1.158, 1.253,6.363, 1.427, 353.428,0.317, 0.826, 1.489,345.196, 351.911, 356.520,-0.103, 1.040, 1.519,293.668, 6.248, 11.342,null,null,null,0,0.287, 1.161, 2.973,0
1.872,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.688, 90.297, 359.947,2.644, 1.337, -0.619,15.003, 74.482, 54.741,2.693, 1.343, -0.478,16.741, 132.412, 305.967,null,null,null,0,2.981, 1.566, 0.494,0,0.065, -0.027, 1.080,0.080, 1.158, 1.064,6.391, 1.436, 353.418,0.271, 0.825, 1.300,345.229, 351.947, 356.499,-0.148, 1.039, 1.330,293.687, 6.112, 10.677,null,null,null,0,0.287, 1.161, 2.973,0
1.915,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.692, 90.297, 359.946,2.643, 1.337, -0.619,15.002, 74.483, 54.741,2.693, 1.343, -0.478,16.739, 132.411, 305.967,null,null,null,0,2.981, 1.566, 0.494,0,0.065, -0.027, 1.080,0.080, 1.158, 1.064,6.413, 1.466, 353.426,0.271, 0.825, 1.300,345.253, 351.938, 356.531,-0.148, 1.040, 1.330,293.773, 5.818, 10.953,null,null,null,0,0.287, 1.161, 2.973,0
1.954,1.469, -0.027, -1.215,2.719, 1.370, -0.311,356.689, 90.291, 359.944,2.644, 1.337, -0.619,15.002, 74.484, 54.741,2.693, 1.343, -0.478,16.739, 132.409, 305.967,null,null,null,0,2.981, 1.566, 0.494,0,0.019, -0.027, 0.894,0.034, 1.158, 0.877,6.425, 1.464, 353.405,0.225, 0.825, 1.113,345.223, 351.917, 356.548,-0.194, 1.039, 1.143,293.755, 6.321, 10.713,null,null,null,0,0.287, 1.161, 2.973,0
