time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1SpeakingU2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
34.516,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.869, 359.746,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.267, -0.339,341.733, 349.284, 356.043,1.884, 0.934, -0.012,337.665, 323.253, 2.550,1.654, 0.932, -0.009,356.489, 359.960, 8.216,null,null,null,0,null,null,null,1,0
34.557,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.734, 342.857, 359.769,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.801, 1.266, -0.337,341.614, 349.271, 356.084,1.890, 0.938, -0.007,338.784, 326.268, 355.553,1.658, 0.929, -0.008,356.343, 0.187, 6.469,null,null,null,0,null,null,null,1,0
34.595,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.742, 342.870, 359.753,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.336,341.491, 349.165, 356.128,1.892, 0.938, -0.004,339.574, 327.331, 354.067,1.661, 0.926, -0.007,356.315, 0.412, 5.525,null,null,null,0,null,null,null,1,0
34.637,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.856, 359.755,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.335,341.403, 349.135, 356.051,1.893, 0.936, -0.003,339.562, 329.646, 356.475,1.663, 0.923, -0.006,356.977, 0.667, 3.721,0.191, 1.953, 2.973,0,null,null,null,1,0
34.674,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.858, 359.757,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.334,341.351, 349.074, 355.988,1.890, 0.932, -0.003,341.998, 328.168, 356.662,1.665, 0.921, -0.006,357.378, 0.908, 3.909,0.224, 1.921, 2.973,0,null,null,null,1,0
34.717,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.740, 342.863, 359.749,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.334,341.126, 348.880, 355.914,1.890, 0.930, -0.002,342.360, 329.880, 357.734,1.666, 0.920, -0.006,357.455, 1.291, 4.136,null,null,null,0,null,null,null,1,0
34.755,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.739, 342.856, 359.764,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.334,340.874, 348.775, 355.787,1.890, 0.928, -0.002,343.035, 330.436, 356.938,1.667, 0.919, -0.006,357.646, 1.432, 2.837,0.603, 1.944, 2.973,0,null,null,null,1,0
34.797,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.742, 342.869, 359.750,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.838, 348.590, 355.787,1.890, 0.927, -0.001,343.379, 332.155, 357.960,1.667, 0.919, -0.006,357.475, 1.245, 3.020,0.778, 1.821, 2.973,0,null,null,null,1,0
34.834,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.741, 342.854, 359.765,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.742, 348.469, 355.739,1.894, 0.929, 0.000,341.637, 335.841, 356.618,1.668, 0.919, -0.006,357.484, 1.633, 2.845,0.846, 1.838, 2.973,0,null,null,null,1,0
34.875,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.737, 342.859, 359.758,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.705, 348.446, 355.694,1.894, 0.929, 0.001,342.392, 336.255, 355.538,1.668, 0.919, -0.006,357.436, 1.646, 1.660,1.061, 1.796, 2.973,0,null,null,null,1,0
34.917,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.850, 359.759,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.770, 348.430, 355.672,1.894, 0.926, 0.003,343.955, 337.463, 355.187,1.668, 0.918, -0.006,357.332, 1.359, 1.471,1.132, 1.804, 2.973,0,null,null,null,1,0
34.954,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.736, 342.860, 359.755,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.711, 348.348, 355.682,1.896, 0.925, 0.005,343.988, 340.322, 353.872,1.668, 0.918, -0.006,357.357, 1.413, 1.634,0.887, 1.692, 2.973,0,null,null,null,1,0
34.995,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.740, 342.856, 359.761,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.751, 348.421, 355.568,1.897, 0.924, 0.006,344.557, 341.944, 351.705,1.668, 0.917, -0.005,357.455, 1.345, 0.248,0.495, 1.605, 2.973,0,null,null,null,1,0
35.036,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.747, 342.858, 359.763,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.759, 348.464, 355.539,1.900, 0.923, 0.006,343.843, 346.461, 351.128,1.668, 0.917, -0.005,357.396, 1.393, 0.030,0.387, 1.495, 2.973,0,null,null,null,1,0
35.077,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.737, 342.859, 359.755,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.776, 348.465, 355.566,1.898, 0.922, 0.007,346.290, 341.699, 351.985,1.667, 0.917, -0.005,357.590, 1.381, 0.686,0.387, 1.495, 2.973,0,null,null,null,1,0
35.115,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.736, 342.856, 359.766,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.990, 348.534, 355.581,1.894, 0.921, 0.004,347.612, 335.427, 354.571,1.667, 0.916, -0.005,357.788, 1.338, 0.432,0.210, 1.359, 2.973,0,null,null,null,1,0
35.156,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.743, 342.859, 359.751,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,341.042, 348.368, 355.709,1.892, 0.918, 0.002,349.732, 333.264, 355.807,1.668, 0.916, -0.005,357.815, 1.409, 0.272,0.123, 1.392, 2.973,0,null,null,null,1,0
35.197,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.740, 342.856, 359.763,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.966, 348.178, 355.705,1.889, 0.915, 0.002,351.850, 332.476, 354.449,1.668, 0.916, -0.005,357.725, 1.328, 0.203,-0.305, 1.456, 2.973,0,null,null,null,1,0
35.234,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.739, 342.862, 359.749,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.332,340.999, 348.128, 355.600,1.887, 0.914, 0.001,352.631, 330.297, 352.921,1.668, 0.915, -0.004,357.811, 1.328, 359.993,-0.305, 1.456, 2.973,0,null,null,null,1,0
35.274,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.739, 342.858, 359.764,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.265, -0.332,340.923, 348.042, 355.616,1.885, 0.914, -0.002,352.231, 328.780, 355.371,1.668, 0.915, -0.004,357.735, 1.426, 0.019,-0.510, 1.451, 2.973,1,null,null,null,1,0
35.316,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.744, 342.859, 359.752,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.332,340.936, 347.904, 355.732,1.883, 0.915, -0.005,351.385, 326.329, 356.115,1.669, 0.916, -0.005,357.514, 1.716, 359.870,-0.675, 1.428, 2.973,1,null,null,null,1,0
35.357,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.741, 342.854, 359.760,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.952, 347.765, 355.787,1.878, 0.913, -0.009,352.060, 322.266, 358.684,1.670, 0.916, -0.005,357.486, 2.437, 358.961,-0.986, 1.330, 2.973,1,null,null,null,1,0
35.394,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.734, 342.864, 359.755,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.859, 347.513, 355.888,1.876, 0.913, -0.013,351.617, 320.921, 0.750,1.670, 0.916, -0.005,357.223, 1.896, 359.138,-0.964, 1.390, 2.973,1,null,null,null,1,0
35.435,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.731, 342.847, 359.754,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.879, 347.383, 355.843,1.875, 0.913, -0.015,352.377, 319.803, 358.294,1.670, 0.916, -0.005,357.247, 2.022, 359.132,-1.187, 1.424, 2.973,1,null,null,null,1,0
35.476,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.744, 342.857, 359.761,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.957, 347.267, 355.850,1.871, 0.910, -0.018,354.468, 316.134, 358.760,1.670, 0.916, -0.005,357.188, 1.826, 358.724,-1.166, 1.430, 2.973,1,null,null,null,1,0
35.517,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.727, 342.858, 359.748,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.851, 347.140, 355.821,1.870, 0.910, -0.020,353.536, 316.756, 1.123,1.669, 0.916, -0.005,357.300, 1.696, 359.004,-1.235, 1.423, 2.961,1,null,null,null,1,0
35.555,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.727, 342.855, 359.768,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.785, 347.202, 355.653,1.869, 0.910, -0.021,353.007, 315.592, 1.134,1.669, 0.915, -0.005,357.430, 1.723, 359.026,-1.332, 1.410, 2.864,1,null,null,null,1,0
35.596,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.741, 342.860, 359.741,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.266, -0.333,340.710, 347.190, 355.720,1.868, 0.910, -0.023,353.175, 314.422, 1.508,1.669, 0.915, -0.004,357.507, 1.553, 358.857,-1.282, 1.385, 2.915,1,null,null,null,1,0
35.634,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.744, 342.854, 359.757,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.649, 347.152, 355.779,1.868, 0.911, -0.024,353.125, 314.051, 1.181,1.669, 0.915, -0.004,357.565, 1.591, 358.904,-1.334, 1.369, 2.862,1,null,null,null,1,0
35.674,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.736, 342.866, 359.748,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.694, 347.132, 355.777,1.867, 0.911, -0.026,353.389, 312.168, 1.103,1.669, 0.915, -0.004,357.572, 1.667, 358.933,-1.311, 1.360, 2.886,1,null,null,null,1,0
35.715,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.730, 342.859, 359.757,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.673, 347.124, 355.731,1.866, 0.909, -0.026,353.635, 312.752, 2.834,1.669, 0.914, -0.004,357.560, 1.569, 358.786,-1.307, 1.354, 2.889,1,null,null,null,1,0
35.756,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.739, 342.858, 359.753,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.265, -0.333,340.563, 347.119, 355.733,1.866, 0.909, -0.027,353.994, 312.064, 2.332,1.669, 0.914, -0.004,357.670, 1.745, 358.728,-1.325, 1.336, 2.872,1,null,null,null,1,0
35.797,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.737, 342.862, 359.752,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.574, 347.113, 355.762,1.866, 0.909, -0.026,354.013, 312.277, 1.529,1.669, 0.914, -0.004,357.644, 1.677, 358.767,-1.237, 1.359, 2.959,1,null,null,null,1,0
35.837,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.741, 342.866, 359.766,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.265, -0.333,340.532, 347.097, 355.770,1.866, 0.908, -0.026,354.128, 312.527, 2.077,1.669, 0.914, -0.004,357.713, 1.734, 358.697,-1.149, 1.350, 2.973,1,null,null,null,1,0
35.874,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.728, 342.863, 359.746,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.545, 347.107, 355.757,1.866, 0.908, -0.026,354.319, 312.294, 1.680,1.669, 0.914, -0.004,357.703, 1.743, 358.605,-0.835, 1.349, 2.973,1,null,null,null,1,0
35.915,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.735, 342.859, 359.764,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.266, -0.333,340.652, 347.177, 355.720,1.867, 0.908, -0.024,354.043, 313.735, 1.318,1.669, 0.914, -0.004,357.650, 1.719, 358.744,-0.791, 1.326, 2.973,1,null,null,null,1,0
35.955,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.737, 342.868, 359.749,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.803, 1.265, -0.333,340.650, 347.218, 355.703,1.868, 0.908, -0.022,354.065, 314.884, 1.953,1.669, 0.914, -0.004,357.604, 1.689, 358.662,-0.733, 1.301, 2.973,1,null,null,null,1,0
35.995,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.730, 342.861, 359.763,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.621, 347.251, 355.708,1.871, 0.909, -0.019,353.765, 317.632, 1.446,1.669, 0.914, -0.005,357.575, 1.647, 358.619,-0.617, 1.286, 2.973,1,null,null,null,1,0
36.037,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.727, 342.863, 359.751,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.689, 347.275, 355.740,1.873, 0.909, -0.016,354.052, 318.645, 0.451,1.669, 0.915, -0.005,357.556, 1.741, 358.699,-0.516, 1.265, 2.973,1,null,null,null,1,0
36.076,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.862, 359.760,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.749, 347.196, 355.837,1.874, 0.909, -0.015,354.317, 318.367, 0.338,1.669, 0.915, -0.005,357.436, 1.675, 358.671,0.038, 1.305, 2.973,0,null,null,null,1,0
36.116,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.863, 359.755,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.265, -0.333,340.752, 347.101, 355.884,1.874, 0.908, -0.014,354.312, 320.095, 0.706,1.669, 0.915, -0.005,357.467, 1.763, 358.628,0.164, 1.297, 2.973,0,null,null,null,1,0
36.157,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.860, 359.751,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.333,340.767, 347.066, 355.878,1.875, 0.908, -0.012,354.729, 320.855, 0.775,1.669, 0.915, -0.005,357.376, 1.747, 358.635,0.288, 1.328, 2.973,0,null,null,null,1,0
36.194,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.856, 359.765,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.333,340.773, 347.086, 355.911,1.877, 0.909, -0.008,354.061, 325.231, 0.280,1.669, 0.915, -0.005,357.365, 1.796, 358.522,0.421, 1.312, 2.973,0,null,null,null,1,0
36.236,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.864, 359.751,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.332,340.711, 347.085, 355.958,1.882, 0.910, -0.003,353.540, 329.352, 358.395,1.669, 0.915, -0.005,357.457, 1.859, 358.554,0.415, 1.246, 2.973,0,null,null,null,1,0
36.276,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.727, 342.861, 359.764,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.332,340.865, 347.197, 355.907,1.884, 0.910, -0.001,353.247, 330.991, 359.012,1.669, 0.915, -0.005,357.420, 1.813, 358.566,0.403, 1.210, 2.973,0,null,null,null,1,0
36.314,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.739, 342.865, 359.754,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.332,340.909, 347.203, 355.918,1.887, 0.909, 0.002,352.981, 333.721, 358.949,1.669, 0.915, -0.005,357.412, 1.859, 358.437,0.390, 1.229, 2.973,0,null,null,null,1,0
36.356,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.737, 342.858, 359.753,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.332,340.874, 347.210, 355.946,1.888, 0.908, 0.004,354.102, 333.831, 357.832,1.669, 0.915, -0.005,357.301, 1.792, 358.519,0.377, 1.232, 2.973,0,null,null,null,1,0
36.396,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.735, 342.855, 359.756,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.801, 1.265, -0.332,340.894, 347.231, 355.982,1.887, 0.907, 0.004,354.648, 333.343, 358.041,1.669, 0.916, -0.005,357.290, 1.829, 358.496,0.365, 1.237, 2.973,0,null,null,null,1,0
36.437,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.859, 359.752,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.265, -0.332,340.990, 347.253, 356.022,1.887, 0.906, 0.004,354.601, 333.553, 358.639,1.670, 0.915, -0.005,357.312, 1.874, 358.402,0.383, 1.244, 2.973,0,null,null,null,1,0
36.474,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.860, 359.764,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.265, -0.332,340.993, 347.251, 356.030,1.886, 0.907, 0.003,354.486, 333.206, 358.356,1.670, 0.915, -0.005,357.261, 1.866, 358.451,0.364, 1.239, 2.973,0,null,null,null,1,0
36.515,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.740, 342.866, 359.757,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.265, -0.332,340.952, 347.202, 356.078,1.885, 0.907, 0.002,354.348, 332.916, 358.856,1.670, 0.915, -0.005,357.283, 1.996, 358.326,0.412, 1.223, 2.973,0,null,null,null,1,0
36.556,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.728, 342.858, 359.762,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.264, -0.332,340.940, 347.226, 356.014,1.885, 0.907, 0.002,354.211, 333.155, 358.785,1.670, 0.915, -0.005,357.281, 1.992, 358.276,0.413, 1.254, 2.973,0,null,null,null,1,0
36.594,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.727, 342.856, 359.752,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.265, -0.332,340.912, 347.215, 356.032,1.885, 0.907, 0.002,354.239, 332.741, 358.925,1.671, 0.915, -0.005,357.268, 2.217, 357.999,null,null,null,0,null,null,null,1,0
36.636,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.733, 342.852, 359.755,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.800, 1.264, -0.332,340.935, 347.251, 356.064,1.885, 0.907, 0.003,354.419, 333.107, 358.721,1.673, 0.915, -0.006,356.758, 2.220, 356.884,null,null,null,0,null,null,null,1,0
