time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1SpeakingU2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
98.745,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.737, 342.862, 359.774,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.922, 1.331, -0.364,339.635, 347.040, 357.459,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.783,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.731, 342.858, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.922, 1.331, -0.364,339.745, 347.070, 357.488,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.831,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.859, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.760, 346.987, 357.588,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.865,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.857, 359.766,-0.494, 0.785, 0.691,15.256, 9.829, 55.553,-0.618, 0.786, 0.700,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.777, 346.927, 357.624,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.904,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.855, 359.774,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.795, 346.914, 357.726,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.946,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.729, 342.857, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.730, 346.994, 357.697,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
98.984,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.729, 342.856, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.700,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.712, 347.015, 357.713,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.025,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.860, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.331, -0.364,339.837, 347.024, 357.704,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.063,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.861, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.860, 347.038, 357.701,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.109,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.856, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.920, 347.019, 357.745,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.145,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.730, 342.859, 359.773,-0.494, 0.785, 0.691,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.976, 347.020, 357.759,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.184,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.736, 342.858, 359.773,-0.494, 0.785, 0.691,15.256, 9.829, 55.553,-0.618, 0.786, 0.700,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.968, 346.990, 357.769,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.225,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.734, 342.857, 359.770,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.958, 347.002, 357.733,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.265,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.855, 359.774,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.884, 346.993, 357.729,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
99.306,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.727, 342.858, 359.772,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.823, 346.995, 357.708,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.351,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.853, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.936, 346.975, 357.743,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.386,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.853, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.984, 346.940, 357.789,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.424,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.855, 359.770,-0.494, 0.785, 0.691,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.952, 346.892, 357.814,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.465,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.854, 359.770,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.946, 346.842, 357.840,1.815, 0.833, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.506,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.859, 359.769,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.965, 346.842, 357.838,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.544,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.859, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.906, 346.828, 357.852,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.589,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.736, 342.856, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.872, 346.822, 357.785,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.623,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.729, 342.855, 359.772,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.939, 346.874, 357.744,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.665,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.728, 342.857, 359.777,-0.494, 0.785, 0.690,15.256, 9.829, 55.554,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.926, 346.942, 357.785,1.815, 0.834, -0.086,15.221, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.704,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.850, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.917, 346.952, 357.793,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.746,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.853, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.904, 346.972, 357.754,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.784,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.857, 359.770,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.904, 347.001, 357.744,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.831,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.858, 359.767,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.330, -0.363,339.953, 347.041, 357.728,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.865,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.856, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.362,339.998, 347.021, 357.763,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.904,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.863, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.355, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.362,340.025, 346.987, 357.786,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.945,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.862, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,340.000, 346.945, 357.811,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
99.983,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.854, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.911, 346.920, 357.799,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.025,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.859, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.863, 346.863, 357.815,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.070,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.733, 342.857, 359.774,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.882, 346.876, 357.825,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.103,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.729, 342.854, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.809, 346.881, 357.780,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.146,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.854, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.722, 346.849, 357.783,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.184,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.855, 359.776,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.330, -0.363,339.610, 346.828, 357.720,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.226,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.727, 342.853, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.528, 346.804, 357.635,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.266,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.736, 342.855, 359.779,-0.494, 0.785, 0.691,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.495, 346.802, 357.535,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.311,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.728, 342.850, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.453, 346.748, 357.481,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.345,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.728, 342.852, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.412, 346.747, 357.412,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.384,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.732, 342.849, 359.779,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.430, 346.791, 357.364,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.425,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.726, 342.853, 359.774,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.429, 346.794, 357.386,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.463,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.727, 342.854, 359.772,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.400, 346.797, 357.364,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.504,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.732, 342.856, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.920, 1.331, -0.363,339.373, 346.806, 357.329,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.549,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.856, 359.775,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.460, 346.832, 357.343,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.585,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.731, 342.857, 359.768,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.586, 346.817, 357.416,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.623,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.738, 342.858, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.686, 346.708, 357.562,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,0
100.665,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.861, 359.766,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.675, 346.743, 357.602,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.703,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.734, 342.855, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.649, 346.893, 357.592,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.744,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.736, 342.859, 359.772,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.701, 346.959, 357.582,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.792,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.730, 342.856, 359.773,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.700,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.921, 1.331, -0.363,339.665, 347.046, 357.521,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.826,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.728, 342.858, 359.772,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.922, 1.331, -0.363,339.690, 347.074, 357.515,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.864,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.731, 342.858, 359.768,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.922, 1.331, -0.363,339.685, 347.158, 357.475,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.906,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.729, 342.859, 359.771,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.808, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.922, 1.331, -0.363,339.736, 347.197, 357.470,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
100.945,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.727, 342.858, 359.770,-0.494, 0.785, 0.690,15.256, 9.829, 55.553,-0.618, 0.786, 0.699,14.809, 271.354, 306.737,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.922, 1.331, -0.363,339.725, 347.199, 357.458,1.815, 0.834, -0.086,15.220, 278.737, 53.161,1.735, 0.833, 0.001,19.400, 8.365, 306.394,null,null,null,0,null,null,null,1,1
