time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1Speaking,U2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
5.319,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.775, 20.495, 1.402,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.381, -0.027, 0.761,-1.319, 1.245, 0.792,0.207, 359.434, 2.939,-1.165, 0.791, 0.993,349.984, 342.628, 0.503,-1.380, 0.831, 1.040,351.761, 23.620, 32.274,null,null,null,0,null,null,null,1,0
5.359,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.767, 20.496, 1.401,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.406, -0.027, 0.585,-1.344, 1.245, 0.616,0.177, 359.416, 2.914,-1.191, 0.791, 0.817,349.975, 342.614, 0.448,-1.405, 0.832, 0.864,351.787, 23.586, 32.385,null,null,null,0,null,null,null,1,0
5.400,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.773, 20.495, 1.407,0.789, 0.799, 0.422,50.030, 56.549, 179.307,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.409, -0.027, 0.565,-1.347, 1.245, 0.596,0.212, 359.430, 2.897,-1.193, 0.791, 0.798,349.956, 342.652, 0.511,-1.408, 0.832, 0.845,351.857, 23.615, 32.443,null,null,null,0,null,null,null,1,0
5.440,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.768, 20.499, 1.415,0.789, 0.799, 0.422,50.030, 56.549, 179.307,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.417, -0.027, 0.508,-1.356, 1.245, 0.539,0.265, 359.469, 2.894,-1.202, 0.791, 0.740,349.954, 342.710, 0.466,-1.417, 0.832, 0.787,351.942, 23.532, 32.590,null,null,null,0,null,null,null,1,0
5.480,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.769, 20.500, 1.411,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.858,null,null,null,0,null,null,null,1,0,-1.438, -0.027, 0.373,-1.376, 1.245, 0.404,0.277, 359.511, 2.861,-1.223, 0.791, 0.605,349.934, 342.729, 0.381,-1.438, 0.832, 0.653,351.912, 23.649, 32.777,null,null,null,0,null,null,null,1,0
5.522,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.767, 20.503, 1.412,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.858,null,null,null,0,null,null,null,1,0,-1.438, -0.027, 0.373,-1.376, 1.245, 0.404,0.257, 359.555, 2.885,-1.223, 0.791, 0.605,349.951, 342.655, 0.483,-1.437, 0.832, 0.652,351.797, 23.846, 32.436,null,null,null,0,null,null,null,1,0
5.560,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.772, 20.492, 1.415,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.466, -0.027, 0.200,-1.404, 1.245, 0.231,0.021, 359.597, 2.954,-1.251, 0.791, 0.432,349.970, 342.687, 0.489,-1.466, 0.832, 0.479,351.804, 23.955, 32.434,null,null,null,0,null,null,null,1,0
5.600,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.779, 20.493, 1.423,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.470, -0.027, 0.181,-1.407, 1.246, 0.212,359.977, 359.604, 2.900,-1.254, 0.791, 0.413,349.955, 342.717, 0.336,-1.468, 0.832, 0.460,351.787, 24.019, 32.436,null,null,null,0,null,null,null,1,0
5.639,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.786, 20.497, 1.423,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.489, -0.027, 0.067,-1.426, 1.246, 0.098,359.966, 359.567, 2.822,-1.273, 0.791, 0.300,349.973, 342.766, 0.263,-1.487, 0.832, 0.346,351.772, 24.062, 32.403,null,null,null,0,null,null,null,1,0
5.680,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.779, 20.486, 1.421,0.789, 0.799, 0.423,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.501, -0.027, -0.009,-1.438, 1.246, 0.023,0.002, 359.574, 2.768,-1.286, 0.791, 0.224,350.026, 342.769, 0.368,-1.500, 0.831, 0.271,351.817, 24.163, 32.285,null,null,null,0,null,null,null,1,0
5.720,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.782, 20.486, 1.421,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.501, -0.027, -0.009,-1.438, 1.245, 0.023,0.093, 359.558, 2.748,-1.286, 0.791, 0.224,350.021, 342.763, 0.277,-1.499, 0.831, 0.271,351.864, 24.149, 32.219,null,null,null,0,null,null,null,1,0
5.760,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.786, 20.489, 1.416,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.523, -0.027, -0.186,-1.460, 1.245, -0.154,0.211, 359.611, 2.797,-1.307, 0.790, 0.047,350.046, 342.752, 0.309,-1.521, 0.831, 0.094,351.943, 24.190, 32.266,null,null,null,0,null,null,null,1,0
5.799,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.781, 20.489, 1.413,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.525, -0.027, -0.206,-1.462, 1.245, -0.173,0.223, 359.711, 2.851,-1.310, 0.790, 0.027,350.036, 342.779, 0.364,-1.523, 0.831, 0.074,352.034, 24.224, 32.134,null,null,null,0,null,null,null,1,0
5.842,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.773, 20.488, 1.406,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.536, -0.027, -0.397,-1.473, 1.245, -0.364,0.328, 359.764, 2.871,-1.321, 0.791, -0.164,350.007, 342.774, 0.253,-1.534, 0.831, -0.117,352.153, 24.301, 31.983,null,null,null,0,null,null,null,1,0
5.881,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.778, 20.489, 1.410,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.536, -0.027, -0.397,-1.473, 1.245, -0.364,0.302, 359.811, 2.871,-1.321, 0.791, -0.164,350.040, 342.777, 0.301,-1.534, 0.831, -0.117,352.182, 24.294, 32.009,null,null,null,0,null,null,null,1,0
5.919,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.778, 20.487, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.539, -0.027, -0.438,-1.475, 1.245, -0.405,0.277, 359.828, 2.827,-1.323, 0.791, -0.206,350.051, 342.772, 0.356,-1.536, 0.831, -0.158,352.250, 24.313, 32.047,null,null,null,0,null,null,null,1,0
5.959,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.778, 20.486, 1.406,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.535,-1.479, 1.245, -0.501,0.293, 359.880, 2.809,-1.328, 0.791, -0.302,350.011, 342.850, 0.246,-1.541, 0.830, -0.255,352.414, 24.247, 31.770,null,null,null,0,null,null,null,1,0
6.000,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.773, 20.483, 1.402,0.789, 0.799, 0.422,50.030, 56.549, 179.307,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.535,-1.479, 1.244, -0.500,0.409, 359.985, 2.772,-1.328, 0.791, -0.302,350.009, 342.903, 0.267,-1.541, 0.830, -0.254,352.510, 24.106, 31.829,null,null,null,0,null,null,null,1,0
6.039,0.000, -0.027, 0.000,0.761, 0.830, 0.148,356.770, 20.490, 1.398,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.536,-1.478, 1.243, -0.500,0.729, 0.108, 2.728,-1.328, 0.791, -0.303,350.016, 342.896, 0.281,-1.541, 0.831, -0.254,352.427, 23.634, 32.421,null,null,null,0,null,null,null,1,0
6.080,0.000, -0.027, 0.000,0.761, 0.830, 0.148,356.766, 20.492, 1.398,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.538,-1.478, 1.243, -0.501,0.962, 0.220, 2.682,-1.328, 0.791, -0.305,349.995, 342.876, 0.220,-1.542, 0.831, -0.256,353.349, 23.954, 33.039,null,null,null,0,null,null,null,1,0
6.119,0.000, -0.027, 0.000,0.761, 0.830, 0.148,356.768, 20.489, 1.400,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.538,-1.478, 1.243, -0.500,1.002, 0.311, 2.735,-1.328, 0.791, -0.305,349.942, 342.864, 0.207,-1.542, 0.831, -0.257,352.611, 24.168, 32.684,null,null,null,0,null,null,null,1,0
6.159,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.764, 20.486, 1.399,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.478, 1.243, -0.499,1.115, 0.424, 2.689,-1.328, 0.791, -0.305,349.968, 342.902, 0.107,-1.541, 0.832, -0.257,352.383, 24.182, 31.975,null,null,null,0,null,null,null,1,0
6.199,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.764, 20.486, 1.405,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.476, 1.243, -0.500,0.953, 0.641, 2.487,-1.328, 0.790, -0.305,350.139, 342.890, 0.260,-1.541, 0.832, -0.257,352.658, 24.180, 32.058,null,null,null,0,null,null,null,1,0
6.239,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.769, 20.489, 1.403,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.475, 1.244, -0.501,0.685, 0.960, 2.407,-1.328, 0.789, -0.305,350.219, 342.828, 0.251,-1.541, 0.831, -0.257,352.838, 24.308, 31.664,null,null,null,0,null,null,null,1,0
6.279,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.774, 20.494, 1.405,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.474, 1.244, -0.502,0.409, 1.357, 2.378,-1.328, 0.789, -0.305,350.261, 342.789, 0.153,-1.540, 0.831, -0.257,353.022, 24.324, 31.402,null,null,null,0,null,null,null,1,0
6.322,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.775, 20.491, 1.413,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.473, 1.245, -0.503,0.192, 1.748, 2.361,-1.328, 0.790, -0.304,350.233, 342.785, 0.267,-1.540, 0.830, -0.257,353.297, 24.229, 30.886,null,null,null,0,null,null,null,1,0
6.361,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.777, 20.496, 1.407,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.471, 1.246, -0.504,0.023, 2.168, 2.337,-1.328, 0.790, -0.304,350.154, 342.848, 0.130,-1.540, 0.829, -0.257,353.189, 24.255, 31.268,null,null,null,0,null,null,null,1,0
6.402,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.776, 20.495, 1.408,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.470, 1.246, -0.505,359.843, 2.522, 2.330,-1.328, 0.790, -0.304,350.086, 342.849, 0.175,-1.540, 0.829, -0.257,353.304, 24.317, 31.468,null,null,null,0,null,null,null,1,0
6.442,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.775, 20.490, 1.402,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.469, 1.246, -0.506,359.764, 2.904, 2.308,-1.328, 0.791, -0.304,349.987, 342.854, 0.241,-1.540, 0.829, -0.257,353.333, 24.265, 31.228,null,null,null,0,null,null,null,1,0
6.482,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.775, 20.491, 1.405,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.467, 1.247, -0.507,359.647, 3.420, 2.281,-1.328, 0.791, -0.305,349.896, 342.865, 0.138,-1.540, 0.830, -0.257,353.066, 24.370, 31.479,null,null,null,0,null,null,null,1,0
6.522,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.781, 20.491, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.465, 1.247, -0.508,359.643, 3.999, 2.225,-1.328, 0.791, -0.305,349.880, 342.901, 0.196,-1.540, 0.830, -0.258,353.105, 24.364, 31.254,null,null,null,0,null,null,null,1,0
6.559,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.784, 20.490, 1.405,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.463, 1.247, -0.509,359.528, 4.681, 2.147,-1.328, 0.791, -0.305,349.909, 342.926, 0.240,-1.540, 0.831, -0.258,353.023, 24.408, 31.227,null,null,null,0,null,null,null,1,0
6.599,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.785, 20.484, 1.407,0.789, 0.799, 0.422,50.030, 56.549, 179.307,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.459, 1.248, -0.510,359.426, 5.564, 1.951,-1.328, 0.791, -0.305,349.895, 342.948, 0.272,-1.540, 0.831, -0.258,352.971, 24.545, 31.347,null,null,null,0,null,null,null,1,0
6.639,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.784, 20.487, 1.412,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.451, 1.249, -0.512,359.298, 7.063, 1.246,-1.328, 0.791, -0.305,350.093, 342.923, 0.439,-1.540, 0.831, -0.258,352.964, 24.597, 31.266,null,null,null,0,null,null,null,1,0
6.679,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.781, 20.487, 1.411,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.440, 1.249, -0.514,359.053, 9.554, 0.006,-1.328, 0.791, -0.305,350.230, 342.967, 0.764,-1.541, 0.831, -0.259,352.772, 24.655, 31.453,null,null,null,0,null,null,null,1,0
6.722,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.779, 20.486, 1.406,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.249, -0.517,358.808, 12.538, 359.058,-1.329, 0.791, -0.304,350.181, 342.990, 0.888,-1.541, 0.830, -0.259,352.757, 24.817, 31.620,null,null,null,0,null,null,null,1,0
6.761,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.781, 20.489, 1.404,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.419, 1.248, -0.520,358.999, 15.377, 358.476,-1.331, 0.793, -0.304,349.981, 343.012, 1.306,-1.542, 0.830, -0.259,352.725, 24.967, 31.546,null,null,null,0,null,null,null,1,0
6.802,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.787, 20.481, 1.403,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.410, 1.248, -0.522,359.134, 18.442, 357.943,-1.332, 0.794, -0.304,349.736, 343.060, 1.037,-1.543, 0.829, -0.259,352.879, 25.161, 31.783,null,null,null,0,null,null,null,1,0
6.839,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.782, 20.483, 1.407,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.403, 1.247, -0.524,359.054, 20.587, 357.255,-1.332, 0.794, -0.304,349.638, 343.306, 0.820,-1.544, 0.828, -0.258,353.137, 25.249, 31.947,null,null,null,0,null,null,null,1,0
6.882,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.783, 20.485, 1.410,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.396, 1.247, -0.526,359.290, 22.343, 356.883,-1.333, 0.794, -0.304,349.696, 343.358, 0.912,-1.543, 0.828, -0.258,353.183, 25.336, 31.788,null,null,null,0,null,null,null,1,0
6.919,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.785, 20.488, 1.412,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.390, 1.246, -0.527,359.463, 23.489, 356.447,-1.334, 0.793, -0.304,349.761, 343.325, 0.870,-1.543, 0.828, -0.258,353.277, 25.669, 31.652,null,null,null,0,null,null,null,1,0
6.959,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.790, 20.491, 1.417,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.384, 1.245, -0.529,359.654, 24.964, 355.564,-1.334, 0.791, -0.304,350.114, 343.419, 0.890,-1.543, 0.828, -0.258,353.263, 25.964, 31.685,null,null,null,0,null,null,null,1,0
6.999,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.784, 20.488, 1.414,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.379, 1.244, -0.529,0.047, 26.138, 355.121,-1.335, 0.790, -0.304,350.120, 343.451, 1.052,-1.543, 0.829, -0.259,353.099, 26.299, 31.548,null,null,null,0,null,null,null,1,0
7.042,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.788, 20.486, 1.415,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.378, 1.243, -0.529,0.095, 26.523, 355.088,-1.334, 0.790, -0.304,350.113, 343.534, 0.709,-1.543, 0.830, -0.259,353.040, 26.347, 31.165,null,null,null,0,null,null,null,1,0
7.082,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.790, 20.485, 1.414,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.378, 1.243, -0.529,0.118, 26.227, 354.985,-1.334, 0.790, -0.304,350.052, 343.657, 0.841,-1.544, 0.830, -0.259,353.069, 26.227, 31.312,null,null,null,0,null,null,null,1,0
7.122,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.791, 20.482, 1.413,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.382, 1.244, -0.528,359.840, 25.158, 355.108,-1.334, 0.791, -0.304,349.903, 343.717, 0.576,-1.545, 0.829, -0.258,353.163, 26.090, 31.133,null,null,null,0,null,null,null,1,0
7.161,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.786, 20.486, 1.414,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.388, 1.245, -0.527,359.384, 23.487, 355.414,-1.334, 0.791, -0.304,349.866, 343.731, 0.303,-1.545, 0.829, -0.258,353.291, 25.905, 31.069,null,null,null,0,null,null,null,1,0
7.201,0.000, -0.027, 0.000,0.762, 0.830, 0.147,356.790, 20.478, 1.412,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.396, 1.247, -0.525,358.997, 21.185, 355.968,-1.334, 0.790, -0.304,349.850, 343.602, 0.369,-1.546, 0.830, -0.258,353.262, 25.703, 31.055,null,null,null,0,null,null,null,1,0
7.240,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.785, 20.480, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.406, 1.249, -0.523,358.509, 18.151, 356.779,-1.334, 0.790, -0.304,349.761, 343.427, 0.195,-1.546, 0.830, -0.258,353.296, 25.390, 30.857,null,null,null,0,null,null,null,1,0
7.280,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.791, 20.482, 1.412,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.418, 1.250, -0.521,358.161, 14.818, 357.563,-1.333, 0.790, -0.304,349.672, 343.254, 359.989,-1.545, 0.832, -0.259,352.950, 24.997, 30.793,null,null,null,0,null,null,null,1,0
7.322,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.784, 20.475, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.431, 1.252, -0.520,357.670, 10.599, 358.403,-1.333, 0.790, -0.303,349.589, 343.134, 359.988,-1.545, 0.833, -0.260,352.835, 24.933, 30.712,null,null,null,0,null,null,null,1,0
7.359,0.000, -0.027, 0.000,0.762, 0.830, 0.148,356.779, 20.476, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.440, 1.253, -0.521,357.192, 7.465, 358.835,-1.332, 0.791, -0.302,349.496, 342.947, 359.795,-1.544, 0.834, -0.260,352.876, 24.568, 30.143,null,null,null,0,null,null,null,1,0
7.402,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.780, 20.477, 1.410,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.451, 1.253, -0.522,356.773, 3.682, 359.129,-1.332, 0.791, -0.301,349.506, 342.408, 359.784,-1.544, 0.835, -0.261,352.719, 24.483, 29.981,null,null,null,0,null,null,null,1,0
7.440,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.780, 20.478, 1.409,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.820, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.459, 1.253, -0.523,356.536, 0.618, 359.215,-1.333, 0.791, -0.301,349.494, 341.473, 0.695,-1.544, 0.836, -0.261,352.819, 24.272, 29.313,null,null,null,0,null,null,null,1,0
7.482,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.790, 20.478, 1.406,0.789, 0.799, 0.422,50.030, 56.549, 179.308,0.664, 0.798, 0.460,49.819, 13.295, 179.857,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.465, 1.254, -0.524,356.161, 357.105, 358.772,-1.335, 0.791, -0.299,349.629, 339.937, 2.138,-1.543, 0.836, -0.261,353.364, 24.053, 28.244,null,null,null,0,null,null,null,1,0
