time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1Speaking,U2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
26.402,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.249, -0.300,349.013, 4.088, 1.098,-1.360, 0.959, 0.063,350.366, 312.198, 8.317,-1.590, 0.914, 0.109,340.697, 0.319, 5.205,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.440,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.299,348.942, 4.110, 1.138,-1.360, 0.958, 0.059,351.506, 309.195, 8.136,-1.595, 0.911, 0.111,345.384, 359.402, 7.077,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.482,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.298,349.074, 4.189, 1.176,-1.358, 0.960, 0.062,349.735, 313.729, 8.928,-1.594, 0.912, 0.117,350.087, 0.211, 8.959,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.522,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.297,349.108, 4.175, 1.211,-1.357, 0.959, 0.063,349.856, 313.886, 8.709,-1.587, 0.911, 0.116,348.855, 1.040, 4.210,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.561,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.297,349.102, 4.169, 1.203,-1.358, 0.959, 0.062,350.072, 313.345, 8.704,-1.586, 0.911, 0.116,348.840, 0.984, 3.455,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.602,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.297,349.102, 4.169, 1.203,-1.358, 0.959, 0.062,350.072, 313.345, 8.704,-1.586, 0.911, 0.116,348.840, 0.984, 3.455,-2.785, 1.302, 1.411,0,null,null,null,1,0
26.642,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.248, -0.297,349.112, 4.171, 1.198,-1.358, 0.960, 0.062,349.352, 313.876, 9.451,-1.585, 0.911, 0.115,348.692, 0.715, 2.781,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.681,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.247, -0.296,349.131, 4.090, 1.193,-1.356, 0.962, 0.063,345.839, 317.917, 11.678,-1.578, 0.909, 0.113,348.358, 1.539, 1.669,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.722,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.247, -0.296,349.182, 4.005, 1.106,-1.357, 0.963, 0.064,345.858, 320.709, 11.801,-1.571, 0.905, 0.112,349.782, 2.545, 359.908,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.762,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.296,349.277, 4.089, 1.022,-1.359, 0.962, 0.062,348.071, 317.698, 8.851,-1.570, 0.903, 0.111,349.232, 2.164, 359.402,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.800,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.296,349.272, 4.070, 1.117,-1.358, 0.962, 0.062,346.945, 318.907, 9.583,-1.567, 0.902, 0.110,348.411, 3.106, 358.840,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.840,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.300, 4.028, 1.134,-1.360, 0.961, 0.060,346.548, 317.704, 11.825,-1.567, 0.902, 0.110,348.437, 3.062, 358.198,-2.683, 1.427, 1.514,0,-2.680, 1.367, 1.516,0,0
26.882,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.308, 4.026, 1.125,-1.360, 0.961, 0.059,346.484, 317.409, 12.256,-1.567, 0.902, 0.111,348.433, 2.972, 358.244,-2.659, 1.577, 1.537,0,-2.677, 1.397, 1.519,0,0
26.921,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.308, 4.026, 1.125,-1.360, 0.961, 0.059,346.484, 317.409, 12.256,-1.567, 0.902, 0.111,348.433, 2.972, 358.244,-2.659, 1.577, 1.537,0,-2.677, 1.397, 1.519,0,0
26.961,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.308, 4.026, 1.125,-1.360, 0.961, 0.059,346.484, 317.409, 12.256,-1.567, 0.902, 0.111,348.433, 2.972, 358.244,-2.659, 1.577, 1.537,0,-2.677, 1.397, 1.519,0,0
27.000,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.308, 4.026, 1.125,-1.360, 0.961, 0.059,346.484, 317.409, 12.256,-1.567, 0.902, 0.111,348.433, 2.972, 358.244,-2.659, 1.577, 1.537,0,-2.677, 1.397, 1.519,0,0
27.042,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.427, 1.246, -0.297,349.308, 4.026, 1.125,-1.360, 0.961, 0.059,346.484, 317.409, 12.256,-1.567, 0.902, 0.111,348.433, 2.972, 358.244,-2.659, 1.577, 1.537,0,-2.677, 1.397, 1.519,0,0
27.081,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.246, -0.300,349.335, 4.076, 1.094,-1.356, 0.973, 0.054,340.432, 319.220, 9.517,-1.574, 0.904, 0.112,348.768, 1.588, 359.327,-2.633, 1.708, 1.563,0,-2.673, 1.548, 1.523,0,0
27.122,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.485, 1.421,0.832, 0.801, 0.431,50.583, 17.930, 179.274,0.718, 0.800, 0.426,49.705, 2.411, 179.851,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.246, -0.300,349.348, 4.089, 1.104,-1.356, 0.973, 0.054,340.262, 319.305, 9.610,-1.574, 0.904, 0.112,348.670, 1.430, 359.385,-2.632, 1.707, 1.564,0,-2.673, 1.548, 1.523,0,0
27.162,0.000, -0.027, 0.000,0.760, 0.829, 0.149,356.719, 20.521, 1.451,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.246, -0.300,349.391, 4.113, 1.071,-1.356, 0.973, 0.054,339.721, 319.624, 9.765,-1.574, 0.904, 0.112,348.630, 1.444, 359.359,-2.637, 1.690, 1.560,0,-2.647, 1.607, 1.549,0,0
27.201,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.718, 20.505, 1.476,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.246, -0.300,349.391, 4.113, 1.071,-1.356, 0.973, 0.054,339.721, 319.624, 9.765,-1.574, 0.904, 0.112,348.630, 1.444, 359.359,-2.637, 1.690, 1.560,0,-2.647, 1.607, 1.549,0,0
27.242,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.717, 20.532, 1.469,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.246, -0.300,349.408, 4.133, 1.051,-1.356, 0.973, 0.054,339.498, 319.747, 9.670,-1.574, 0.904, 0.112,348.640, 1.461, 359.345,-2.632, 1.683, 1.564,0,-2.647, 1.607, 1.549,0,0
27.280,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.722, 20.531, 1.486,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.246, -0.300,349.454, 4.167, 1.039,-1.356, 0.973, 0.055,339.778, 319.747, 9.248,-1.574, 0.904, 0.113,348.674, 1.548, 359.383,-2.632, 1.683, 1.564,0,-2.647, 1.607, 1.549,0,0
27.321,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.718, 20.522, 1.467,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.550, 4.162, 1.074,-1.356, 0.973, 0.055,340.132, 319.516, 9.325,-1.575, 0.905, 0.113,348.606, 1.297, 359.765,-2.632, 1.683, 1.564,0,-2.647, 1.607, 1.549,0,0
27.360,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.718, 20.516, 1.464,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.589, 4.175, 1.087,-1.356, 0.972, 0.055,339.975, 319.836, 9.508,-1.575, 0.905, 0.113,348.631, 1.376, 359.702,-2.632, 1.683, 1.564,0,-2.647, 1.607, 1.549,0,0
27.400,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.718, 20.516, 1.464,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.589, 4.175, 1.087,-1.356, 0.972, 0.055,339.975, 319.836, 9.508,-1.575, 0.905, 0.113,348.631, 1.376, 359.702,-2.635, 1.677, 1.562,0,-2.644, 1.623, 1.552,0,0
27.441,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.720, 20.499, 1.467,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.620, 4.183, 1.073,-1.356, 0.972, 0.055,340.175, 319.801, 9.365,-1.575, 0.904, 0.113,348.645, 1.492, 359.565,-2.628, 1.656, 1.568,0,-2.641, 1.658, 1.556,0,0
27.480,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.717, 20.521, 1.449,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.681, 4.185, 1.074,-1.356, 0.972, 0.055,340.358, 319.665, 9.198,-1.575, 0.904, 0.113,348.558, 1.406, 359.362,-2.622, 1.630, 1.575,0,-2.638, 1.669, 1.559,0,0
27.522,0.000, -0.027, 0.000,0.760, 0.829, 0.149,356.708, 20.507, 1.463,0.834, 0.800, 0.429,50.536, 18.029, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.645, 4.188, 1.074,-1.356, 0.972, 0.056,340.547, 319.657, 9.160,-1.575, 0.904, 0.113,348.622, 1.469, 359.274,-2.622, 1.630, 1.575,0,-2.638, 1.669, 1.559,0,0
27.562,0.000, -0.027, 0.000,0.760, 0.829, 0.149,356.708, 20.524, 1.468,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.668, 4.196, 1.065,-1.356, 0.971, 0.056,340.861, 319.391, 9.223,-1.575, 0.904, 0.113,348.648, 1.498, 359.348,-2.616, 1.617, 1.581,0,-2.635, 1.674, 1.562,0,0
27.600,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.530, 1.464,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.636, 4.194, 1.073,-1.356, 0.971, 0.056,340.891, 319.920, 9.215,-1.574, 0.904, 0.113,348.630, 1.492, 359.312,-2.616, 1.617, 1.581,0,-2.635, 1.674, 1.562,0,0
27.643,0.000, -0.027, 0.000,0.760, 0.829, 0.149,356.710, 20.515, 1.456,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.724, 4.267, 1.016,-1.356, 0.971, 0.056,341.076, 319.820, 9.108,-1.574, 0.904, 0.113,348.632, 1.523, 359.250,-2.616, 1.617, 1.581,0,-2.635, 1.674, 1.562,0,0
27.681,0.000, -0.027, 0.000,0.760, 0.829, 0.149,356.705, 20.517, 1.444,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.758, 4.281, 1.008,-1.356, 0.969, 0.058,341.459, 320.324, 9.375,-1.574, 0.904, 0.113,348.627, 1.508, 359.339,-2.616, 1.617, 1.581,0,-2.635, 1.674, 1.562,0,0
27.721,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.523, 1.463,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.740, 4.256, 1.024,-1.356, 0.969, 0.058,341.708, 320.443, 9.132,-1.574, 0.904, 0.113,348.635, 1.507, 359.305,-2.616, 1.617, 1.581,0,-2.635, 1.674, 1.562,0,0
27.762,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.714, 20.522, 1.457,0.834, 0.800, 0.429,50.536, 18.030, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.727, 4.263, 1.019,-1.356, 0.968, 0.058,341.904, 320.396, 8.834,-1.575, 0.904, 0.113,348.635, 1.498, 359.270,-2.477, 1.448, 1.720,0,-2.603, 1.615, 1.593,0,0
27.800,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.522, 1.463,0.834, 0.800, 0.429,50.536, 18.030, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.815, 4.423, 0.988,-1.354, 0.962, 0.066,345.845, 324.033, 7.617,-1.575, 0.904, 0.113,348.707, 1.437, 359.390,-2.455, 1.421, 1.741,0,-2.603, 1.615, 1.593,0,0
27.840,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.717, 20.515, 1.477,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.818, 4.448, 1.009,-1.353, 0.961, 0.068,346.250, 325.197, 7.506,-1.575, 0.904, 0.113,348.709, 1.456, 359.409,-2.445, 1.417, 1.752,0,-2.589, 1.596, 1.608,0,0
27.881,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.518, 1.467,0.834, 0.800, 0.429,50.536, 18.030, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.299,349.881, 4.488, 0.990,-1.352, 0.960, 0.069,346.533, 325.461, 6.812,-1.575, 0.904, 0.112,348.698, 1.422, 359.431,-2.445, 1.417, 1.752,0,-2.589, 1.596, 1.608,0,0
27.923,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.714, 20.512, 1.476,0.834, 0.800, 0.429,50.536, 18.029, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.298,349.906, 4.508, 0.999,-1.351, 0.960, 0.070,346.592, 326.117, 6.810,-1.575, 0.904, 0.112,348.676, 1.440, 359.454,-2.445, 1.417, 1.752,0,-2.589, 1.596, 1.608,0,0
27.962,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.714, 20.517, 1.473,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.298,349.904, 4.478, 1.035,-1.350, 0.960, 0.071,347.242, 326.993, 6.708,-1.575, 0.904, 0.112,348.677, 1.452, 359.472,-2.445, 1.417, 1.752,0,-2.589, 1.596, 1.608,0,0
28.000,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.708, 20.506, 1.474,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.298,349.904, 4.478, 1.035,-1.350, 0.960, 0.071,347.242, 326.993, 6.708,-1.575, 0.904, 0.112,348.677, 1.452, 359.472,-2.445, 1.417, 1.752,0,-2.589, 1.596, 1.608,0,0
28.042,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.714, 20.508, 1.479,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.896,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.298,349.923, 4.432, 1.065,-1.349, 0.960, 0.072,346.848, 327.005, 6.180,-1.575, 0.904, 0.112,348.661, 1.411, 359.489,-2.340, 1.371, 1.856,0,-2.535, 1.534, 1.661,0,0
28.081,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.711, 20.512, 1.485,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.245, -0.298,349.914, 4.419, 1.051,-1.348, 0.960, 0.073,347.266, 328.397, 6.427,-1.575, 0.905, 0.112,348.652, 1.419, 359.490,-2.339, 1.360, 1.857,0,-2.514, 1.512, 1.682,0,0
28.120,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.709, 20.514, 1.483,0.834, 0.800, 0.429,50.536, 18.030, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.428, 1.244, -0.298,349.945, 4.364, 1.072,-1.346, 0.958, 0.076,348.085, 329.960, 5.206,-1.575, 0.904, 0.112,348.664, 1.431, 359.446,-2.339, 1.360, 1.857,0,-2.514, 1.512, 1.682,0,0
28.160,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.712, 20.518, 1.484,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.245, -0.299,349.876, 4.362, 1.075,-1.345, 0.958, 0.077,348.324, 330.698, 5.378,-1.574, 0.904, 0.112,348.653, 1.478, 359.383,-2.344, 1.358, 1.853,0,-2.493, 1.489, 1.703,0,0
28.202,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.525, 1.482,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.299,349.926, 4.383, 1.088,-1.345, 0.957, 0.078,348.799, 331.090, 4.981,-1.574, 0.905, 0.112,348.665, 1.431, 359.467,-2.344, 1.358, 1.853,0,-2.493, 1.489, 1.703,0,0
28.242,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.715, 20.523, 1.484,0.834, 0.800, 0.429,50.536, 18.030, 179.359,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.299,349.946, 4.391, 1.104,-1.345, 0.957, 0.078,348.844, 330.832, 4.910,-1.574, 0.905, 0.112,348.650, 1.465, 359.452,-2.344, 1.358, 1.853,0,-2.493, 1.489, 1.703,0,0
28.282,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.712, 20.520, 1.478,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.299,349.935, 4.389, 1.103,-1.345, 0.957, 0.078,348.895, 330.780, 5.059,-1.574, 0.905, 0.112,348.643, 1.481, 359.415,-2.344, 1.358, 1.853,0,-2.493, 1.489, 1.703,0,0
28.322,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.711, 20.515, 1.487,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.299,349.935, 4.389, 1.103,-1.345, 0.957, 0.078,348.895, 330.780, 5.059,-1.574, 0.905, 0.112,348.643, 1.481, 359.415,-2.348, 1.358, 1.849,0,-2.493, 1.489, 1.703,0,0
28.361,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.710, 20.512, 1.481,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.299,349.935, 4.389, 1.103,-1.345, 0.957, 0.078,348.895, 330.780, 5.059,-1.574, 0.905, 0.112,348.643, 1.481, 359.415,-2.438, 1.261, 1.758,0,-2.424, 1.395, 1.772,0,0
28.401,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.709, 20.513, 1.479,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.429, 1.244, -0.298,349.982, 4.346, 1.157,-1.352, 0.951, 0.075,350.923, 327.466, 5.267,-1.575, 0.905, 0.112,348.561, 1.418, 359.399,-2.449, 1.249, 1.748,0,-2.415, 1.374, 1.782,0,0
28.440,0.000, -0.027, 0.000,0.761, 0.828, 0.149,356.715, 20.517, 1.491,0.834, 0.800, 0.429,50.536, 18.030, 179.360,0.720, 0.798, 0.424,49.703, 2.342, 179.895,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.430, 1.244, -0.298,350.006, 4.318, 1.162,-1.353, 0.950, 0.075,351.190, 327.154, 5.392,-1.575, 0.905, 0.112,348.549, 1.405, 359.481,-2.449, 1.249, 1.748,0,-2.415, 1.374, 1.782,0,0
