timestamp,U1PosX, U1PosY, U1PosZ,U1HeadPosX, U1HeadPosY, U1HeadPosZ,U1HeadForwardX, U1HeadForwardY, U1HeadForwardZ,U1HeadUpX, U1HeadUpY, U1HeadUpZ,U1HeadCone,U1LeftEyeX,U1LeftEyeY,U1LeftEyeZ,U1RightEyeX,U1RightEyeY,U1RightEyeZ,U1GazeX,U1GazeY,U1GazeZ,U1ControllerRPosX, U1ControllerRPosY, U1ControllerRPosZ,U1ControllerREAngX, U1ControllerREAngY,  U1ControllerREAngZ,U1ControllerLPosX, U1ControllerLPosY, U1ControllerLPosZ,U1ControllerLEAngX, U1ControllerLEAngY,  U1ControllerLEAngZ,U1PointerX, U1PointerY,  U1PointerZ,U2Speech,U2PosX, U1PosY, U1PosZ,U2HeadPosX, U2HeadPosY, U2HeadPosZ,U2HeadForwardX, U2HeadForwardY, U2HeadForwardZ,U2HeadUpX, U2HeadUpY, U2HeadUpZ,U2HeadCone,U2LeftEyeX,U2LeftEyeY,U2LeftEyeZ,U2RightEyeX,U2RightEyeY,U2RightEyeZ,U2GazeX,U2GazeY,U2GazeZ,U2ControllerRPosX, U2ControllerRPosY, U2ControllerRPosZ,U2ControllerREAngX, U2ControllerREAngY,  U2ControllerREAngZ,U2ControllerLPosX, U2ControllerLPosY, U2ControllerLPosZ,U2ControllerLEAngX, U2ControllerLEAngY,  U2ControllerLEAngZ,U2PointerX, U2PointerY,  U2PointerZ,U2Speech
0.000
2.624
3.066
3.123
3.153
3.167
3.179
3.192
3.214
3.227
3.239
3.250
3.263
3.274
3.286
3.304
3.316
3.330
3.341
3.353
3.364
3.376
3.387
3.403
3.415
3.428
3.440
3.451
3.466
3.478
3.489
3.508
3.519
3.532
3.545
3.557
3.568
3.581
3.593
3.606
3.617
3.631
3.643
3.655
3.670
3.681
3.694
3.708
3.720
3.733
3.744
3.759
3.823
3.874
3.886
3.922
3.953
3.987
4.019
4.053
4.088
4.120
4.152
4.185
4.220
4.253
4.285
4.320
4.353
4.386
4.419
4.455
4.486
4.519
4.553
4.587
4.619
4.653
4.685
4.722
4.753
4.787
4.820
4.853
4.886
4.919
4.952
4.986
5.035
5.054
5.085
5.119
5.153
5.185
5.218
5.253
5.286
5.319
5.353
5.387
5.419
5.453
5.486
5.519
5.553
5.586
5.619
5.653
5.685
5.718
5.753
5.785
5.820
5.852
5.887
5.920
5.952
5.985
6.020
6.053
6.086
6.120
6.152
6.185
6.220
6.252
6.287
6.319
6.353
6.385
6.420
6.453
6.486
6.519
6.553
6.587
6.619
6.652
6.685
6.719
6.753
6.785
6.821
6.853
6.885
6.919
6.952
6.985
7.019
7.053
7.085
7.129
7.162
7.194
7.227
7.262
7.295
7.329
7.362
7.395
7.431
7.463
7.494
7.529
7.561
7.594
7.630
7.662
7.694
7.729
7.761
7.795
7.828
7.862
7.895
7.927
7.962
7.995
8.028
8.066
8.096
8.128
8.160
8.195
8.229
8.262
8.300
8.329
8.361
8.394
8.429
8.463
8.494
8.528
8.562
8.594
8.628
8.662
8.694
8.728
8.762
8.794
8.829
8.861
8.895
8.929
8.961
8.994
9.028
9.061
9.095
9.127
9.162
9.195
9.229
9.260
9.295
9.329
9.362
9.395
9.428
9.461
9.494
9.528
9.561
9.595
9.628
9.662
9.696
9.728
9.761
9.795
9.829
9.862
9.896
9.928
9.962
9.995
10.029
10.061
10.094
10.129
10.161
10.195
10.229
10.261
10.294
10.329
10.362
10.395
10.437
10.470
10.501
10.536
10.570
10.604
10.636
10.670
10.703
10.736
10.770
10.803
10.836
10.870
10.903
10.936
10.970
11.003
11.036
11.071
11.104
11.136
11.170
11.205
11.236
11.270
11.303
11.336
11.370
11.403
11.436
11.470
11.503
11.536
11.569
11.603
11.637
11.669
11.702
11.735
11.769
11.803
11.836
11.869
11.903
11.936
11.970
12.002
12.036
12.069
12.102
12.137
12.170
12.202
12.238
12.269
12.303
12.336
12.369
12.403
12.436
12.470
12.502
12.536
12.570
12.603
12.637
12.669
12.702
12.737
12.770
12.803
12.836
12.869
12.902
12.937
12.970
13.003
13.037
13.069
13.103
13.136
13.170
13.204
13.237
13.269
13.303
13.337
13.370
13.404
13.437
13.469
13.503
13.536
13.570
13.604
13.637
13.669
13.704
13.744
13.777
13.810
13.846
13.877
13.912
13.944
13.978
14.010,0.106, 0.000, -1.995,0.106, 1.414, -2.073,0.000, 0.022, 1.000,-0.021, 1.000, -0.022,,0.000, 1.000, 0.000,0.000, 1.000, 0.000,0.137, 1.479, 2.973,0.106, 0.000, -1.995,0.000, 0.000, 0.000,0.106, 0.000, -1.995,0.000, 0.000, 0.000,null,null,null,
